loss,acc,winrate
1519.811279296875,26.69634247823847,41.03977944072469
1483.28271484375,30.2713091259725,41.06603649730865
1417.3695068359375,33.76504154173326,36.02468163318892
1378.5650634765625,37.84524548588638,41.774977025075486
1315.1429443359375,42.97224827294702,38.873572272548245
1236.6702880859375,48.54042558812263,42.49704608113431
1163.0587158203125,54.94075845034145,42.78587370355783
1011.8911743164062,61.25391311239383,42.142575817250886
882.120361328125,67.58622056084643,43.48168570303269
742.8357543945312,73.64048238604092,42.326375213338586
675.8806762695312,78.96363612347604,43.21911513719312
491.4675598144531,83.52530149127557,42.41827491138244
420.72784423828125,86.59635172441122,43.66548509912039
353.72161865234375,89.11989644286525,43.337271891820926
304.9820861816406,91.20226663320433,44.07246947617172
291.05194091796875,92.5152231629836,42.83838781672574
217.3551483154297,93.569286855905,44.295654457135356
219.29725646972656,94.5658921896258,0.0
211.11399841308594,94.83535208104931,43.87554155179205
149.46080017089844,95.29369807283342,43.07470132598136
187.67617797851562,95.80950242381815,43.06157279768938
141.89315795898438,95.84648711479784,0.0
141.45315551757812,96.27577370652648,43.32414336352895
174.74380493164062,96.42635423408667,43.49481423132467
37.18365478515625,98.48692987438415,43.547328344492584
31.12713623046875,99.53042651273991,43.2322436654851
18.719940185546875,99.71006644035558,43.402914533280814
15.090494155883789,99.78469626322533,43.19285808060916
10.637452125549316,99.81639742692221,43.37665747669686
12.525595664978027,99.81837874965326,43.15347249573323
9.868207931518555,99.82102051329467,43.45542864644874
7.602085590362549,99.83158756786031,43.46855717474071
10.12137508392334,99.81639742692221,43.46855717474071
9.199190139770508,99.81177434054975,43.311014835236975
5.967618465423584,99.82960624512924,43.38978600498884
9.355947494506836,99.80913257690834,43.350400420112905
8.61935806274414,99.81177434054975,43.337271891820926
7.5565290451049805,99.81573698601186,43.901798608376005
9.596039772033691,99.80450949053588,43.07470132598136
5.5310959815979,99.82366227693608,43.24537219377708
8.711176872253418,99.8124347814601,43.5998424576605
4.692269802093506,99.79394243597025,43.42917158986477
3.7098910808563232,99.79526331779095,43.10095838256531
5.241901397705078,99.80979301781869,43.65235657082841
11.911697387695312,99.79394243597025,43.74425626887226
8.401293754577637,99.80450949053588,43.62609951424445
9.646710395812988,99.78997979050814,43.573585401076535
14.661648750305176,99.78205449958392,43.21911513719312
5.690093517303467,99.81177434054975,43.337271891820926
2.869753122329712,99.86659093610895,43.45542864644874
